pokemon_id,move_type,move_name,damage,eps,dps
127-pinsir,main,Agarre,35,-17.4,18.4
127-pinsir,main,Tijera X,45,-20.6,33.8
127-pinsir,main,A Bocajarro,100,-43.5,43.5
127-pinsir,main,Fuerza Bruta,85,-16.7,28.3
127-pinsir,main,Sumisión Elite TM,60,-22.7,27.3
127-pinsir,main,Frustración Shadow,10,-16.5,5
127-pinsir,main,Retribución Purified,35,-47.1,50
128-tauros,fast,Placaje,5,10,12
128-tauros,fast,Cabezazo Zen,12,9.1,10.9
128-tauros,main,Cornada,40,-17.8,25.9
128-tauros,main,Cabeza de Hierro,60,-26.3,31.6
128-tauros,main,Terremoto,140,-27.8,38.9
129-magikarp,fast,Salpicadura,0,11.6,0
129-magikarp,main,Combate,35,0,15.9
129-magikarp,main,Frustración Shadow,10,-16.5,5
129-magikarp,main,Retribución Purified,35,-47.1,50
130-gyarados,fast,Mordisco,6,8,12
130-gyarados,fast,Cascada,16,6.7,16
130-gyarados,fast,Dragoaliento Event,6,8,12
130-gyarados,fast,Cola Dragón Elite TM,15,8.2,13.6
130-gyarados,main,Hidrobomba,130,-30.3,47.3
130-gyarados,main,Enfado,110,-12.8,28.2
130-gyarados,main,Triturar,70,-10.3,21.9
130-gyarados,main,Ciclón,45,-11.8,16.1
130-gyarados,main,Pulso Dragón Elite TM,90,-13.9,25
130-gyarados,main,Acua Cola Elite TM,50,-17.4,31.6
130-gyarados,main,Frustración Shadow,10,-16.5,5
130-gyarados,main,Retribución Purified,35,-47.1,50
131-lapras,fast,Vaho Gélido,10,8.9,13.3
131-lapras,fast,Pistola Agua,5,10,12
131-lapras,fast,Canto Helado Elite TM,12,10,12
131-lapras,main,Ventisca,130,-32.3,50.3
131-lapras,main,Hidrobomba,130,-30.3,47.3
131-lapras,main,Surf,65,-29.4,45.9
131-lapras,main,Cabezazo,130,-32.3,41.9
131-lapras,main,Pulso Dragón Elite TM,90,-13.9,25
131-lapras,main,Rayo Hielo Elite TM,90,-15.2,32.7
131-lapras,main,Frustración Shadow,10,-16.5,5
131-lapras,main,Retribución Purified,35,-47.1,50
132-ditto,fast,Transformación,0,0,0
132-ditto,main,Combate,35,0,19.1
133-eevee,fast,Ataque Rápido,8,12.5,12
133-eevee,fast,Placaje,5,10,12
133-eevee,main,Excavar,100,-10.6,21.3
133-eevee,main,Rapidez,60,-17.9,25.7
133-eevee,main,Golpe Cuerpo Elite TM,50,-17.4,31.6
133-eevee,main,Última Baza Elite TM,90,-17.2,37.2
134-vaporeon,fast,Pistola Agua,5,10,12
134-vaporeon,main,Hidropulso,70,-15.6,26.3
134-vaporeon,main,Hidrobomba,130,-30.3,47.3
134-vaporeon,main,Acua Cola,50,-17.4,31.6
134-vaporeon,main,Última Baza Elite TM,90,-17.2,31
134-vaporeon,main,Escaldar Elite TM,80,-13.5,25.9
135-jolteon,fast,Impactrueno,5,13.3,10
135-jolteon,fast,Voltiocambio,14,13.1,10.5
135-jolteon,main,Chispazo,65,-13.2,31.2
135-jolteon,main,Rayo,80,-20,38.4
135-jolteon,main,Trueno,100,-41.7,50
135-jolteon,main,Última Baza Elite TM,90,-17.2,31
135-jolteon,main,Electrocañón Elite TM,140,-27,45.4
136-flareon,fast,Ascuas,10,10,12
136-flareon,fast,Giro Fuego,14,9.1,15.3
136-flareon,main,Llamarada,140,-23.8,40
136-flareon,main,Lanzallamas,70,-22.7,38.2
136-flareon,main,Onda Ígnea Elite TM,95,-33.3,38
136-flareon,main,Sofoco,160,-25,48
136-flareon,main,Última Baza Elite TM,90,-17.2,31
136-flareon,main,Fuerza Bruta Elite TM,85,-16.7,28.3
196-espeon,fast,Cabezazo Zen,12,9.1,13.1
196-espeon,fast,Confusión,20,9.4,15
196-espeon,main,Psicorrayo,70,-15.6,26.3
196-espeon,main,Psíquico,90,-17.9,38.6
196-espeon,main,Premonición,120,-37,53.3
196-espeon,main,Última Baza Elite TM,90,-17.2,31
196-espeon,main,Bola Sombra Elite TM,100,-16.7,33.3
196-espeon,main,Psicocolmillo,30,-27.5,30
197-umbreon,fast,Finta,10,10,13.3
197-umbreon,fast,Alarido,12,12.7,13.1
197-umbreon,main,Pulso Umbrío,80,-16.7,32
197-umbreon,main,Juego Sucio,70,-25,42
197-umbreon,main,Última Baza Elite TM,90,-17.2,31
197-umbreon,main,Psíquico Elite TM,90,-17.9,32.1
470-leafeon,fast,Hoja Afilada,13,7,15.6
470-leafeon,fast,Ataque Rápido,8,12.5,10
470-leafeon,fast,Semilladora Elite TM,8,12.7,8.7
470-leafeon,main,Rayo Solar,180,-20.4,44.1
470-leafeon,main,Hoja Aguda,70,-13.8,35
470-leafeon,main,Energibola,90,-12.8,27.7
470-leafeon,main,Última Baza Elite TM,90,-17.2,31
471-glaceon,fast,Canto Helado,12,10,12
471-glaceon,fast,Vaho Gélido,10,8.9,13.3
471-glaceon,main,Rayo Hielo,90,-15.2,32.7
471-glaceon,main,Viento Hielo,60,-10,21.8
471-glaceon,main,Alud,90,-18.5,40
471-glaceon,main,Última Baza Elite TM,90,-17.2,31
471-glaceon,main,Hidropulso Elite TM,70,-15.6,21.9
700-sylveon,fast,Ataque Rápido,8,12.5,10
700-sylveon,fast,Encanto,20,7.3,16
700-sylveon,main,Beso Drenaje,60,-19.2,27.7
700-sylveon,main,Brillo Mágico,100,-14.3,34.3
700-sylveon,main,Fuerza Lunar,130,-25.6,40
700-sylveon,main,Última Baza Elite TM,90,-17.2,31
700-sylveon,main,Psicocarga Elite TM,65,-12.2,24.1
137-porygon,fast,Rayo Carga,8,13.6,7.3
137-porygon,fast,Poder Oculto,15,10,12
137-porygon,fast,Placaje Elite TM,5,10,12
137-porygon,fast,Cabezazo Zen Elite TM,12,9.1,10.9
137-porygon,main,Hiperrayo,150,-26.3,47.4
137-porygon,main,Rayo Solar,180,-20.4,36.7
137-porygon,main,Electrocañón,140,-27,37.8
137-porygon,main,Psicorrayo Elite TM,70,-15.6,21.9
137-porygon,main,Chispazo Elite TM,65,-13.2,26
137-porygon,main,Doble Rayo Elite TM,75,-17.2,25.9
137-porygon,main,Frustración Shadow,10,-16.5,6
137-porygon,main,Retribución Purified,35,-47.1,60
233-porygon2,fast,Rayo Carga,8,13.6,7.3
233-porygon2,fast,Poder Oculto,15,10,12
233-porygon2,fast,Fijar Blanco,1,20,4
233-porygon2,main,Hiperrayo,150,-26.3,47.4
233-porygon2,main,Rayo Solar,180,-20.4,36.7
233-porygon2,main,Electrocañón,140,-27,37.8
233-porygon2,main,Triataque,75,-20,36
233-porygon2,main,Frustración Shadow,10,-16.5,6
233-porygon2,main,Retribución Purified,35,-47.1,60
474-porygon-z,fast,Rayo Carga,8,13.6,7.3
474-porygon-z,fast,Poder Oculto,15,10,12
474-porygon-z,fast,Fijar Blanco,1,20,4
474-porygon-z,main,Hiperrayo,150,-26.3,47.4
474-porygon-z,main,Ventisca,130,-32.3,41.9
474-porygon-z,main,Rayo Solar,180,-20.4,36.7
474-porygon-z,main,Electrocañón,140,-27,37.8
474-porygon-z,main,Triataque Elite TM,75,-20,36
474-porygon-z,main,Frustración Shadow,10,-16.5,6
474-porygon-z,main,Retribución Purified,35,-47.1,60
138-omanyte,fast,Disparo Lodo,5,11.7,8.3
138-omanyte,fast,Pistola Agua,5,10,12
138-omanyte,main,Rayo Burbuja,45,-17.4,28.4
138-omanyte,main,Poder Pasado,70,-9.4,24
138-omanyte,main,Pedrada,50,-15.7,28.6
138-omanyte,main,Tumba Rocas Elite TM,70,-15.6,26.3
138-omanyte,main,Salmuera Elite TM,60,-21.7,31.3
138-omanyte,main,Frustración Shadow,10,-16.5,5
138-omanyte,main,Retribución Purified,35,-47.1,50
139-omastar,fast,Disparo Lodo,5,11.7,8.3
139-omastar,fast,Pistola Agua,5,10,12
139-omastar,fast,Lanzarrocas Elite TM,12,7.8,16
139-omastar,main,Poder Pasado,70,-9.4,24
139-omastar,main,Hidrobomba,130,-30.3,47.3
139-omastar,main,Pedrada,50,-15.7,28.6
139-omastar,main,Avalancha Elite TM,80,-18.5,35.6
139-omastar,main,Frustración Shadow,10,-16.5,5
139-omastar,main,Retribución Purified,35,-47.1,50
140-kabuto,fast,Disparo Lodo,5,11.7,8.3
140-kabuto,fast,Arañazo,6,8,12
140-kabuto,main,Acua Jet,45,-12.7,20.8
140-kabuto,main,Poder Pasado,70,-9.4,24
140-kabuto,main,Tumba Rocas,70,-15.6,26.3
140-kabuto,main,Frustración Shadow,10,-16.5,5
140-kabuto,main,Retribución Purified,35,-47.1,50
141-kabutops,fast,Disparo Lodo,5,11.7,8.3
141-kabutops,fast,Golpe Roca,15,7.7,11.5
141-kabutops,fast,Cascada,16,6.7,16
141-kabutops,fast,Corte Furia Elite TM,3,15,7.5
141-kabutops,main,Roca Afilada,100,-43.5,52.2
141-kabutops,main,Poder Pasado,70,-9.4,24
141-kabutops,main,Hidropulso,70,-15.6,26.3
141-kabutops,main,Frustración Shadow,10,-16.5,5
141-kabutops,main,Retribución Purified,35,-47.1,50
142-aerodactyl,fast,Mordisco,6,8,12
142-aerodactyl,fast,Lanzarrocas,12,7.8,16
142-aerodactyl,fast,Ala de Acero,11,7.5,13.8
142-aerodactyl,main,Hiperrayo,150,-26.3,39.5
142-aerodactyl,main,Poder Pasado,70,-9.4,24
142-aerodactyl,main,Avalancha,80,-18.5,35.6
142-aerodactyl,main,Cabeza de Hierro,60,-26.3,31.6
142-aerodactyl,main,Tierra Viva,100,-13.9,27.8
142-aerodactyl,main,Frustración Shadow,10,-16.5,5
142-aerodactyl,main,Retribución Purified,35,-47.1,50
446-munchlax,fast,Lengüetazo,5,12,10
446-munchlax,fast,Placaje,5,10,12
446-munchlax,main,Lanzamugre,130,-32.3,41.9
446-munchlax,main,Terratemblor,80,-14.3,22.9
446-munchlax,main,Golpe Cuerpo,50,-17.4,31.6
143-snorlax,fast,Lengüetazo,5,12,10
143-snorlax,fast,Cabezazo Zen,12,9.1,10.9
143-snorlax,fast,Bostezo Elite TM,0,8.8,0
143-snorlax,main,Hiperrayo,150,-26.3,47.4
143-snorlax,main,Terremoto,140,-27.8,38.9
143-snorlax,main,Cuerpo Pesado,70,-23.8,33.3
143-snorlax,main,Enfado,110,-12.8,28.2
143-snorlax,main,Cabezazo,130,-32.3,50.3
143-snorlax,main,Golpe Cuerpo,50,-17.4,31.6
143-snorlax,main,Fuerza Bruta,85,-16.7,28.3
143-snorlax,main,Frustración Shadow,10,-16.5,6
143-snorlax,main,Retribución Purified,35,-47.1,60
144-articuno,fast,Canto Helado,12,10,12
144-articuno,fast,Vaho Gélido,10,8.9,13.3
144-articuno,main,Rayo Hielo,90,-15.2,32.7
144-articuno,main,Ventisca,130,-32.3,50.3
144-articuno,main,Poder Pasado,70,-9.4,20
144-articuno,main,Viento Hielo,60,-10,21.8
144-articuno,main,Vendaval Elite TM,110,-37,48.9
144-articuno,main,Frustración Shadow,10,-16.5,5
144-articuno,main,Retribución Purified,35,-47.1,50
145-zapdos,fast,Rayo Carga,8,13.6,8.7
145-zapdos,fast,Impactrueno Elite TM,5,13.3,10
145-zapdos,main,Pico Taladro,65,-14.3,33.9
145-zapdos,main,Poder Pasado,70,-9.4,20
145-zapdos,main,Trueno,100,-41.7,50
145-zapdos,main,Rayo,80,-20,38.4
145-zapdos,main,Electrocañón,140,-27,45.4
145-zapdos,main,Frustración Shadow,10,-16.5,5
145-zapdos,main,Retribución Purified,35,-47.1,50
146-moltres,fast,Ataque Ala,8,11.3,12
146-moltres,fast,Giro Fuego,14,9.1,15.3
146-moltres,main,Onda Ígnea,95,-33.3,38
146-moltres,main,Poder Pasado,70,-9.4,20
146-moltres,main,Llamarada,140,-23.8,40
146-moltres,main,Sofoco,160,-25,48
146-moltres,main,Ataque Aéreo Elite TM,80,-25,48
146-moltres,main,Frustración Shadow,10,-16.5,5
146-moltres,main,Retribución Purified,35,-47.1,50
147-dratini,fast,Dragoaliento,6,8,14.4
147-dratini,fast,Cola Férrea,15,6.4,13.6
147-dratini,main,Constricción,60,-11.4,20.7
147-dratini,main,Acua Cola,50,-17.4,26.3
147-dratini,main,Ciclón,45,-11.8,19.3
147-dratini,main,Frustración Shadow,10,-16.5,5
147-dratini,main,Retribución Purified,35,-47.1,50
148-dragonair,fast,Dragoaliento,6,8,14.4
148-dragonair,fast,Cola Férrea,15,6.4,13.6
148-dragonair,main,Constricción,60,-11.4,20.7
148-dragonair,main,Acua Cola,50,-17.4,26.3
148-dragonair,main,Pulso Dragón,90,-13.9,30
148-dragonair,main,Golpe Cuerpo,50,-17.4,26.3
148-dragonair,main,Frustración Shadow,10,-16.5,5
148-dragonair,main,Retribución Purified,35,-47.1,50
149-dragonite,fast,Ala de Acero,11,7.5,13.8
149-dragonite,fast,Cola Dragón,15,8.2,16.4
149-dragonite,fast,Dragoaliento,6,8,14.4
149-dragonite,main,Hiperrayo,150,-26.3,39.5
149-dragonite,main,Vendaval,110,-37,48.9
149-dragonite,main,Enfado,110,-12.8,33.8
149-dragonite,main,Pulso Dragón Elite TM,90,-13.9,30
149-dragonite,main,Garra Dragón,50,-19.4,35.3
149-dragonite,main,Cometa Draco Elite TM,150,-27.8,50
149-dragonite,main,Fuerza Bruta,85,-16.7,28.3
149-dragonite,main,Frustración Shadow,10,-16.5,5
149-dragonite,main,Retribución Purified,35,-47.1,50
150-mewtwo,fast,Psicocorte,5,13.3,10
150-mewtwo,fast,Confusión,20,9.4,15
150-mewtwo,main,Lanzallamas,70,-22.7,31.8
150-mewtwo,main,Rayo Hielo,90,-15.2,27.3
150-mewtwo,main,Rayo,80,-20,32
150-mewtwo,main,Psíquico,90,-17.9,38.6
150-mewtwo,main,Onda Certera,140,-28.6,40
150-mewtwo,main,Bola Sombra Elite TM,100,-16.7,33.3
150-mewtwo,main,Hiperrayo Elite TM,150,-26.3,39.5
150-mewtwo,main,Onda Mental Elite TM,90,-21.7,47
150-mewtwo,main,Frustración Shadow,10,-16.5,5
150-mewtwo,main,Retribución Purified,35,-47.1,50
151-mew,fast,Garra Umbría,9,8.6,12.9
151-mew,fast,Vaho Gélido,10,8.9,11.1
151-mew,fast,Destructor,7,10,11.7
151-mew,fast,Corte,5,10,10
151-mew,fast,Puya Nociva,10,8.8,12.5
151-mew,fast,Ala de Acero,11,7.5,13.8
151-mew,fast,Golpe Roca,15,7.7,11.5
151-mew,fast,Rayo Carga,8,13.6,7.3
151-mew,fast,Voltiocambio,14,13.1,8.8
151-mew,fast,Cola Dragón,15,8.2,13.6
151-mew,fast,Acoso,10,12.7,9.1
151-mew,fast,Estoicismo,15,10,10
151-mew,fast,Alarido,12,12.7,10.9
151-mew,fast,Cascada,16,6.7,13.3
151-mew,main,Garra Dragón,50,-19.4,29.4
151-mew,main,Surf,65,-29.4,38.2
151-mew,main,Energibola,90,-12.8,23.1
151-mew,main,Hierba Lazo,90,-19.2,34.6
151-mew,main,Sofoco,160,-25,40
151-mew,main,Giro Bola,80,-15.2,24.2
151-mew,main,Voltio Cruel,90,-19.2,34.6
151-mew,main,Onda Certera,140,-28.6,40
151-mew,main,Rayo Solar,180,-20.4,36.7
151-mew,main,Psíquico,90,-17.9,38.6
151-mew,main,Nitrocarga,70,-8.7,18.4
151-mew,main,Terratemblor,80,-14.3,22.9
151-mew,main,Brillo Mágico,100,-14.3,28.6
151-mew,main,Hiperrayo,150,-26.3,39.5
151-mew,main,Rayo,80,-20,32
151-mew,main,Trueno,100,-41.7,41.7
151-mew,main,Avalancha,80,-18.5,29.6
151-mew,main,Poder Pasado,70,-9.4,20
151-mew,main,Psicocarga,65,-12.2,28.9
151-mew,main,Puntapié,40,-17.4,21.1
151-mew,main,Ventisca,130,-32.3,41.9
151-mew,main,Rayo Hielo,90,-15.2,27.3
151-mew,main,Foco Resplandor,100,-37,37
151-mew,main,Roca Afilada,100,-43.5,43.5
151-mew,main,Pulso Umbrío,80,-16.7,26.7
152-chikorita,fast,Látigo Cepa,7,10,14
152-chikorita,fast,Placaje,5,10,10
152-chikorita,main,Golpe Cuerpo,50,-17.4,26.3
152-chikorita,main,Hierba Lazo,90,-19.2,41.5
152-chikorita,main,Energibola,90,-12.8,27.7
153-bayleef,fast,Hoja Afilada,13,7,15.6
153-bayleef,fast,Placaje,5,10,10
153-bayleef,main,Poder Pasado,70,-9.4,20
153-bayleef,main,Hierba Lazo,90,-19.2,41.5
153-bayleef,main,Energibola,90,-12.8,27.7
154-meganium,fast,Látigo Cepa,7,10,14
154-meganium,fast,Hoja Afilada,13,7,15.6
154-meganium,main,Terremoto,140,-27.8,38.9
154-meganium,main,Tormenta Floral,110,-38.5,50.8
154-meganium,main,Rayo Solar,180,-20.4,44.1
154-meganium,main,Planta Feroz Elite TM,100,-19.2,46.2
155-cyndaquil,fast,Ascuas,10,10,12
155-cyndaquil,fast,Placaje,5,10,10
155-cyndaquil,main,Lanzallamas,70,-22.7,38.2
155-cyndaquil,main,Nitrocarga,70,-8.7,22.1
155-cyndaquil,main,Rapidez,60,-17.9,21.4
156-quilava,fast,Ascuas,10,10,12
156-quilava,fast,Placaje,5,10,10
156-quilava,main,Lanzallamas,70,-22.7,38.2
156-quilava,main,Excavar,100,-10.6,21.3
156-quilava,main,Nitrocarga,70,-8.7,22.1
157-typhlosion,fast,Ascuas,10,10,12
157-typhlosion,fast,Garra Umbría,9,8.6,12.9
157-typhlosion,fast,Calcinación,29,8.7,15.1
157-typhlosion,main,Llamarada,140,-23.8,40
157-typhlosion,main,Rayo Solar,180,-20.4,36.7
157-typhlosion,main,Sofoco,160,-25,48
157-typhlosion,main,Anillo Ígneo Elite TM,110,-15.2,40
158-totodile,fast,Arañazo,6,8,12
158-totodile,fast,Pistola Agua,5,10,12
158-totodile,main,Acua Jet,45,-12.7,20.8
158-totodile,main,Hidropulso,70,-15.6,26.3
158-totodile,main,Triturar,70,-10.3,21.9
159-croconaw,fast,Arañazo,6,8,12
159-croconaw,fast,Pistola Agua,5,10,12
159-croconaw,main,Puño Hielo,50,-17.4,26.3
159-croconaw,main,Hidropulso,70,-15.6,26.3
159-croconaw,main,Triturar,70,-10.3,21.9
160-feraligatr,fast,Mordisco,6,8,12
160-feraligatr,fast,Cascada,16,6.7,16
160-feraligatr,fast,Colmillo Hielo,12,13.3,8
160-feraligatr,fast,Pistola Agua Elite TM,5,10,12
160-feraligatr,main,Rayo Hielo,90,-15.2,27.3
160-feraligatr,main,Hidrobomba,130,-30.3,47.3
160-feraligatr,main,Triturar,70,-10.3,21.9
160-feraligatr,main,Hidrocañón Elite TM,90,-26.3,56.8
161-sentret,fast,Ataque Rápido,8,12.5,12
161-sentret,fast,Arañazo,6,8,14.4
161-sentret,main,Excavar,100,-10.6,21.3
161-sentret,main,Demolición,40,-20.6,25
161-sentret,main,Hierba Lazo,90,-19.2,34.6
162-furret,fast,Golpe Bajo,7,11.4,10
162-furret,fast,Ataque Rápido,8,12.5,12
162-furret,main,Hiperrayo,150,-26.3,47.4
162-furret,main,Excavar,100,-10.6,21.3
162-furret,main,Demolición,40,-20.6,25
163-hoothoot,fast,Picotazo,10,10,12
163-hoothoot,fast,Finta,10,10,11.1
163-hoothoot,main,Golpe Aéreo,55,-13.8,27.5
163-hoothoot,main,Ataque Aéreo,80,-25,48
163-hoothoot,main,Tinieblas,60,-19.2,23.1
164-noctowl,fast,Ataque Ala,8,11.3,12
164-noctowl,fast,Paranormal,12,10.9,10.9
164-noctowl,main,Psíquico,90,-17.9,32.1
164-noctowl,main,Ataque Aéreo,80,-25,48
164-noctowl,main,Tinieblas,60,-19.2,23.1
164-noctowl,main,Bola Sombra,100,-16.7,33.3
165-ledyba,fast,Picadura,5,12,12
165-ledyba,fast,Placaje,5,10,10
165-ledyba,main,Golpe Aéreo,55,-13.8,27.5
165-ledyba,main,Rapidez,60,-17.9,21.4
165-ledyba,main,Viento Plata,70,-8.9,22.7
166-ledian,fast,Picadura,5,12,12
166-ledian,fast,Estoicismo,15,10,12
166-ledian,main,Golpe Aéreo,55,-13.8,27.5
166-ledian,main,Zumbido,100,-13.5,32.4
166-ledian,main,Viento Plata,70,-8.9,22.7
166-ledian,main,Puño Dinámico,90,-18.5,33.3
167-spinarak,fast,Picadura,5,12,12
167-spinarak,fast,Picotazo Veneno,5,11.7,10
167-spinarak,main,Tajo Umbrío,50,-15,22.7
167-spinarak,main,Veneno X,40,-22,32
167-spinarak,main,Doble Rayo,75,-17.2,31
168-ariados,fast,Picotazo Veneno,5,11.7,10
168-ariados,fast,Acoso,10,12.7,10.9
168-ariados,main,Megacuerno,110,-45.5,60
168-ariados,main,Sombra Vil,50,-11.4,17.2
168-ariados,main,Veneno X,40,-22,32
168-ariados,main,Plancha,55,-11.4,22.8
170-chinchou,fast,Chispa,6,12.9,10.3
170-chinchou,fast,Burbuja,12,11.7,12
170-chinchou,main,Rayo Burbuja,45,-17.4,28.4
170-chinchou,main,Rayo,80,-20,38.4
170-chinchou,main,Hidropulso,70,-15.6,26.3
171-lanturn,fast,Pistola Agua,5,10,12
171-lanturn,fast,Rayo Carga,8,13.6,8.7
171-lanturn,fast,Chispa,6,12.9,10.3
171-lanturn,main,Trueno,100,-41.7,50
171-lanturn,main,Rayo,80,-20,38.4
171-lanturn,main,Hidrobomba,130,-30.3,47.3
171-lanturn,main,Surf,65,-29.4,45.9
175-togepi,fast,Picotazo,10,10,10
175-togepi,fast,Poder Oculto,15,10,10
175-togepi,fast,Cabezazo Zen Elite TM,12,9.1,10.9
175-togepi,main,Psicocarga,65,-12.2,24.1
175-togepi,main,Poder Pasado,70,-9.4,20
175-togepi,main,Brillo Mágico,100,-14.3,34.3
176-togetic,fast,Paranormal,12,10.9,10.9
176-togetic,fast,Poder Oculto,15,10,10
176-togetic,fast,Cabezazo Zen Elite TM,12,9.1,10.9
176-togetic,fast,Ala de Acero Elite TM,11,7.5,13.8
176-togetic,main,Golpe Aéreo,55,-13.8,27.5
176-togetic,main,Poder Pasado,70,-9.4,20
176-togetic,main,Brillo Mágico,100,-14.3,34.3
468-togekiss,fast,Tajo Aéreo,14,8.3,14
468-togekiss,fast,Poder Oculto,15,10,10
468-togekiss,fast,Encanto,20,7.3,16
468-togekiss,main,Golpe Aéreo,55,-13.8,27.5
468-togekiss,main,Poder Pasado,70,-9.4,20
468-togekiss,main,Brillo Mágico,100,-14.3,34.3
468-togekiss,main,Lanzallamas,70,-22.7,31.8
468-togekiss,main,Esfera Aural Elite TM,90,-27.8,50
177-natu,fast,Picotazo,10,10,12
177-natu,fast,Ataque Rápido,8,12.5,10
177-natu,main,Pico Taladro,65,-14.3,33.9
177-natu,main,Psicocarga,65,-12.2,28.9
177-natu,main,Tinieblas,60,-19.2,23.1
178-xatu,fast,Finta,10,10,11.1
178-xatu,fast,Tajo Aéreo,14,8.3,14
178-xatu,main,Golpe Aéreo,55,-13.8,27.5
178-xatu,main,Viento Aciago,50,-14.3,21.7
178-xatu,main,Premonición,120,-37,53.3
179-mareep,fast,Impactrueno,5,13.3,10
179-mareep,fast,Placaje,5,10,10
179-mareep,main,Chispazo,65,-13.2,31.2
179-mareep,main,Rayo,80,-20,38.4
179-mareep,main,Golpe Cuerpo,50,-17.4,26.3
179-mareep,main,Frustración Shadow,10,-16.5,5
179-mareep,main,Retribución Purified,35,-47.1,50
180-flaaffy,fast,Placaje,5,10,10
180-flaaffy,fast,Rayo Carga,8,13.6,8.7
180-flaaffy,main,Chispazo,65,-13.2,31.2
180-flaaffy,main,Joya de Luz,80,-17.2,27.6
180-flaaffy,main,Rayo,80,-20,38.4
180-flaaffy,main,Frustración Shadow,10,-16.5,5
180-flaaffy,main,Retribución Purified,35,-47.1,50
181-ampharos,fast,Rayo Carga,8,13.6,8.7
181-ampharos,fast,Voltiocambio,14,13.1,10.5
181-ampharos,main,Joya de Luz,80,-17.2,27.6
181-ampharos,main,Trueno,100,-41.7,50
181-ampharos,main,Onda Certera,140,-28.6,40
181-ampharos,main,Electrocañón,140,-27,45.4
181-ampharos,main,Puño Trueno,45,-18.3,30
181-ampharos,main,Pulso Dragón Elite TM,90,-13.9,25
181-ampharos,main,Giro Vil,65,-17.4,34.2
181-ampharos,main,Frustración Shadow,10,-16.5,5
181-ampharos,main,Retribución Purified,35,-47.1,50
298-azurill,fast,Salpicadura,0,11.6,0
298-azurill,fast,Burbuja,12,11.7,10
298-azurill,main,Rayo Hielo,90,-15.2,27.3
298-azurill,main,Rayo Burbuja,45,-17.4,23.7
298-azurill,main,Golpe Cuerpo,50,-17.4,31.6
183-marill,fast,Placaje,5,10,10
183-marill,fast,Burbuja,12,11.7,12
183-marill,main,Rayo Burbuja,45,-17.4,28.4
183-marill,main,Acua Cola,50,-17.4,31.6
183-marill,main,Golpe Cuerpo,50,-17.4,26.3
184-azumarill,fast,Burbuja,12,11.7,12
184-azumarill,fast,Golpe Roca,15,7.7,11.5
184-azumarill,main,Rayo Hielo,90,-15.2,27.3
184-azumarill,main,Carantoña,90,-17.2,37.2
184-azumarill,main,Hidrobomba,130,-30.3,47.3
438-bonsly,fast,Lanzarrocas,12,7.8,16
438-bonsly,fast,Contraataque,12,8.9,13.3
438-bonsly,main,Tumba Rocas,70,-15.6,26.3
438-bonsly,main,Avalancha,80,-18.5,35.6
438-bonsly,main,Terremoto,140,-27.8,38.9
438-bonsly,main,Terratemblor Legacy,80,-14.3,22.9
185-sudowoodo,fast,Lanzarrocas,12,7.8,16
185-sudowoodo,fast,Contraataque,12,8.9,13.3
185-sudowoodo,main,Terremoto,140,-27.8,38.9
185-sudowoodo,main,Roca Afilada,100,-43.5,52.2
185-sudowoodo,main,Avalancha,80,-18.5,35.6
185-sudowoodo,main,Tumba Rocas,70,-15.6,26.3
185-sudowoodo,main,Rayo Meteórico,140,-52.6,88.4
187-hoppip,fast,Placaje,5,10,10
187-hoppip,fast,Semilladora,8,12.7,8.7
187-hoppip,main,Bomba Germen,55,-15.7,31.4
187-hoppip,main,Brillo Mágico,100,-14.3,28.6
187-hoppip,main,Hierba Lazo,90,-19.2,41.5
187-hoppip,main,Frustración Shadow,10,-16.5,5
187-hoppip,main,Retribución Purified,35,-47.1,50
188-skiploom,fast,Placaje,5,10,10
188-skiploom,fast,Semilladora,8,12.7,8.7
188-skiploom,main,Brillo Mágico,100,-14.3,28.6
188-skiploom,main,Hierba Lazo,90,-19.2,41.5
188-skiploom,main,Energibola,90,-12.8,27.7
188-skiploom,main,Frustración Shadow,10,-16.5,5
188-skiploom,main,Retribución Purified,35,-47.1,50
189-jumpluff,fast,Acoso,10,12.7,9.1
189-jumpluff,fast,Semilladora,8,12.7,8.7
189-jumpluff,fast,Viento Feérico,9,13.4,9.3
189-jumpluff,main,Golpe Aéreo,55,-13.8,27.5
189-jumpluff,main,Brillo Mágico,100,-14.3,28.6
189-jumpluff,main,Rayo Solar,180,-20.4,44.1
189-jumpluff,main,Energibola,90,-12.8,27.7
189-jumpluff,main,Acróbata Elite TM,100,-50,60
189-jumpluff,main,Frustración Shadow,10,-16.5,5
189-jumpluff,main,Retribución Purified,35,-47.1,50
190-aipom,fast,Arañazo,6,8,14.4
190-aipom,fast,Impresionar,8,12.7,7.3
190-aipom,main,Golpe Aéreo,55,-13.8,22.9
190-aipom,main,Puntapié,40,-17.4,21.1
190-aipom,main,Rapidez,60,-17.9,25.7
190-aipom,main,Frustración Shadow,10,-16.5,6
190-aipom,main,Retribución Purified,35,-47.1,60
424-ambipom,fast,Arañazo,6,8,14.4
424-ambipom,fast,Impresionar,8,12.7,7.3
424-ambipom,main,Hiperrayo,150,-26.3,47.4
424-ambipom,main,Golpe Aéreo,55,-13.8,22.9
424-ambipom,main,Puntapié,40,-17.4,21.1
424-ambipom,main,Frustración Shadow,10,-16.5,6
424-ambipom,main,Retribución Purified,35,-47.1,60
